Sample,Cohort,Method,Disease,Score
GSM2545544,GSE96879,EWAS,Normal,0.05309704683274198
GSM2545546,GSE96879,EWAS,Normal,0.13521711995761715
GSM2545547,GSE96879,EWAS,Normal,1.9819190988215962
GSM2545548,GSE96879,EWAS,Normal,0.326471024628281
GSM2545550,GSE96879,EWAS,Normal,-1.1000496967833735
GSM2545569,GSE96879,EWAS,Normal,-1.2444113092069047
GSM2545574,GSE96879,EWAS,Normal,-0.16282189436824243
GSM2545576,GSE96879,EWAS,Normal,1.3473039806611533
GSM2545485,GSE96879,EWAS,SLE,1.0611907934679339
GSM2545486,GSE96879,EWAS,SLE,-0.7336330784207586
GSM2545487,GSE96879,EWAS,SLE,0.8855713224000132
GSM2545488,GSE96879,EWAS,SLE,-2.9981918081146666
GSM2545490,GSE96879,EWAS,SLE,-0.7752949612171571
GSM2545492,GSE96879,EWAS,SLE,-0.43506986803693676
GSM2545493,GSE96879,EWAS,SLE,-0.5182641535206609
GSM2545494,GSE96879,EWAS,SLE,0.29011422704523104
GSM2545499,GSE96879,EWAS,SLE,0.3911822127414646
GSM2545500,GSE96879,EWAS,SLE,0.22793753968741967
GSM2545503,GSE96879,EWAS,SLE,0.256759640145952
GSM2545504,GSE96879,EWAS,SLE,-0.6151654608712241
GSM2545508,GSE96879,EWAS,SLE,2.2402403744053965
GSM2545509,GSE96879,EWAS,SLE,1.3194895715541517
GSM2545510,GSE96879,EWAS,SLE,0.19914121882494026
GSM2545513,GSE96879,EWAS,SLE,-3.215190931915715
GSM2545515,GSE96879,EWAS,SLE,-0.6939744663707417
GSM2545516,GSE96879,EWAS,SLE,-1.673852377482755
GSM2545517,GSE96879,EWAS,SLE,-0.6371723037190231
GSM2545518,GSE96879,EWAS,SLE,0.21258116270191982
GSM2545519,GSE96879,EWAS,SLE,-1.0090833494772184
GSM2545520,GSE96879,EWAS,SLE,-1.1886101473854747
GSM2545523,GSE96879,EWAS,SLE,-0.020721162122321772
GSM2545524,GSE96879,EWAS,SLE,-0.686092919085952
GSM2545525,GSE96879,EWAS,SLE,0.9678492785879391
GSM2545531,GSE96879,EWAS,SLE,-0.7426822366069592
GSM2545532,GSE96879,EWAS,SLE,-0.777724645633871
GSM2545533,GSE96879,EWAS,SLE,1.8184139600831877
GSM2545539,GSE96879,EWAS,SLE,-0.5895673597043799
GSM2545540,GSE96879,EWAS,SLE,-1.7743670869134804
GSM2545545,GSE96879,EWAS,SLE,0.8821174280980553
GSM2545549,GSE96879,EWAS,SLE,-1.9513083119600023
GSM2545551,GSE96879,EWAS,SLE,1.0413672900749147
GSM2545552,GSE96879,EWAS,SLE,-0.41127574448296433
GSM2545553,GSE96879,EWAS,SLE,-0.7316814872419628
GSM2545554,GSE96879,EWAS,SLE,0.2664735397957133
GSM2545555,GSE96879,EWAS,SLE,0.6459270241442897
GSM2545556,GSE96879,EWAS,SLE,-0.42645860448507494
GSM2545557,GSE96879,EWAS,SLE,0.987948996207553
GSM2545558,GSE96879,EWAS,SLE,-0.2621640011468752
GSM2545559,GSE96879,EWAS,SLE,1.116469958058871
GSM2545560,GSE96879,EWAS,SLE,-0.5626434474639139
GSM2545561,GSE96879,EWAS,SLE,-0.29633951215957677
GSM2545562,GSE96879,EWAS,SLE,0.36390675777192033
GSM2545563,GSE96879,EWAS,SLE,1.022371762135113
GSM2545564,GSE96879,EWAS,SLE,-3.0856024832702666
GSM2545565,GSE96879,EWAS,SLE,-0.8522007131320845
GSM2545566,GSE96879,EWAS,SLE,-0.3556806210103677
GSM2545567,GSE96879,EWAS,SLE,0.017956616992466756
GSM2545568,GSE96879,EWAS,SLE,0.021736382852500007
GSM2545570,GSE96879,EWAS,SLE,0.5823062181930924
GSM2545571,GSE96879,EWAS,SLE,0.014791449056064158
GSM2545572,GSE96879,EWAS,SLE,4.2608222701676794
GSM2545573,GSE96879,EWAS,SLE,0.19111389343503213
GSM2545575,GSE96879,EWAS,SLE,1.944161739937969
GSM2545577,GSE96879,EWAS,SLE,-1.7853994357730185
GSM2545578,GSE96879,EWAS,SLE,-1.1815410526895245
GSM2545489,GSE96879,haEWAS,Normal,-0.6979296878721337
GSM2545491,GSE96879,haEWAS,Normal,-0.4452597526615871
GSM2545501,GSE96879,haEWAS,Normal,-0.46732779813347286
GSM2545502,GSE96879,haEWAS,Normal,0.7502920462376106
GSM2545505,GSE96879,haEWAS,Normal,-0.4807169705805029
GSM2545506,GSE96879,haEWAS,Normal,-0.8680410359478645
GSM2545507,GSE96879,haEWAS,Normal,-0.473032282813019
GSM2545511,GSE96879,haEWAS,Normal,1.2502874499623404
GSM2545512,GSE96879,haEWAS,Normal,-0.3191847327647147
GSM2545514,GSE96879,haEWAS,Normal,0.4701400193226647
GSM2545521,GSE96879,haEWAS,Normal,0.22455251296082046
GSM2545522,GSE96879,haEWAS,Normal,-0.40579398404689554
GSM2545526,GSE96879,haEWAS,Normal,-0.6615927282271976
GSM2545527,GSE96879,haEWAS,Normal,-0.8695710649124424
GSM2545528,GSE96879,haEWAS,Normal,-0.600033948789261
GSM2545529,GSE96879,haEWAS,Normal,-0.7082121558023073
GSM2545530,GSE96879,haEWAS,Normal,-0.44935701002246464
GSM2545534,GSE96879,haEWAS,Normal,-0.6289881265895653
GSM2545535,GSE96879,haEWAS,Normal,0.8508060748400091
GSM2545536,GSE96879,haEWAS,Normal,-0.7001530579390108
GSM2545537,GSE96879,haEWAS,Normal,-0.8820089640430095
GSM2545538,GSE96879,haEWAS,Normal,-0.565362197010958
GSM2545541,GSE96879,haEWAS,Normal,0.11679745888853622
GSM2545542,GSE96879,haEWAS,Normal,-0.36111568600824767
GSM2545543,GSE96879,haEWAS,Normal,-0.4756711138500059
GSM2545544,GSE96879,haEWAS,Normal,-0.6629756534690798
GSM2545546,GSE96879,haEWAS,Normal,-0.5961379431131076
GSM2545547,GSE96879,haEWAS,Normal,-0.4197040721868443
GSM2545548,GSE96879,haEWAS,Normal,-0.41447146644733324
GSM2545550,GSE96879,haEWAS,Normal,-0.8707505617932598
GSM2545569,GSE96879,haEWAS,Normal,-0.7763698312682435
GSM2545574,GSE96879,haEWAS,Normal,-0.7989050458783207
GSM2545576,GSE96879,haEWAS,Normal,-0.7866139872386005
GSM2545485,GSE96879,haEWAS,SLE,2.1068520695531046
GSM2545486,GSE96879,haEWAS,SLE,0.9934763793538328
GSM2545487,GSE96879,haEWAS,SLE,1.387828244671924
GSM2545488,GSE96879,haEWAS,SLE,0.6482992229332817
GSM2545490,GSE96879,haEWAS,SLE,1.6645132534810267
GSM2545492,GSE96879,haEWAS,SLE,-0.5124536339441423
GSM2545493,GSE96879,haEWAS,SLE,1.4547294886283488
GSM2545494,GSE96879,haEWAS,SLE,-0.6441853563973573
GSM2545499,GSE96879,haEWAS,SLE,-0.7586360505296578
GSM2545500,GSE96879,haEWAS,SLE,2.0711876203180943
GSM2545503,GSE96879,haEWAS,SLE,1.8790416955201317
GSM2545504,GSE96879,haEWAS,SLE,2.087007190338875
GSM2545508,GSE96879,haEWAS,SLE,0.011177137132663047
GSM2545509,GSE96879,haEWAS,SLE,1.5077858263714035
GSM2545510,GSE96879,haEWAS,SLE,0.592485599066483
GSM2545513,GSE96879,haEWAS,SLE,-0.11588065376530056
GSM2545515,GSE96879,haEWAS,SLE,0.6848372412945869
GSM2545516,GSE96879,haEWAS,SLE,1.2222110349612638
GSM2545517,GSE96879,haEWAS,SLE,-0.4215028572094927
GSM2545518,GSE96879,haEWAS,SLE,1.4275573797274435
GSM2545519,GSE96879,haEWAS,SLE,-0.6618477165474186
GSM2545520,GSE96879,haEWAS,SLE,-0.7131104348750417
GSM2545523,GSE96879,haEWAS,SLE,1.4453126983536049
GSM2545524,GSE96879,haEWAS,SLE,-0.5731670731224541
GSM2545525,GSE96879,haEWAS,SLE,0.018391355233383238
GSM2545531,GSE96879,haEWAS,SLE,-0.42884509281223665
GSM2545532,GSE96879,haEWAS,SLE,-0.9488902894715272
GSM2545533,GSE96879,haEWAS,SLE,-0.7292657358121837
GSM2545539,GSE96879,haEWAS,SLE,0.5933736576810901
GSM2545540,GSE96879,haEWAS,SLE,-0.8844791538362
GSM2545545,GSE96879,haEWAS,SLE,0.4797926396753239
GSM2545549,GSE96879,haEWAS,SLE,-0.7439396365873132
GSM2545551,GSE96879,haEWAS,SLE,1.6649605042796596
GSM2545552,GSE96879,haEWAS,SLE,-0.47937713537955434
GSM2545553,GSE96879,haEWAS,SLE,0.5191475211113957
GSM2545554,GSE96879,haEWAS,SLE,0.22912563208678594
GSM2545555,GSE96879,haEWAS,SLE,0.6677858701207358
GSM2545556,GSE96879,haEWAS,SLE,-0.5603429466101113
GSM2545557,GSE96879,haEWAS,SLE,-0.5654573716213236
GSM2545558,GSE96879,haEWAS,SLE,-0.6891890876035969
GSM2545559,GSE96879,haEWAS,SLE,1.9152341704782858
GSM2545560,GSE96879,haEWAS,SLE,2.099393450659619
GSM2545561,GSE96879,haEWAS,SLE,-0.19149780107805608
GSM2545562,GSE96879,haEWAS,SLE,1.86244273427548
GSM2545563,GSE96879,haEWAS,SLE,1.958856957580729
GSM2545564,GSE96879,haEWAS,SLE,-0.4404427408355388
GSM2545565,GSE96879,haEWAS,SLE,2.029367920994772
GSM2545566,GSE96879,haEWAS,SLE,1.970166709379855
GSM2545567,GSE96879,haEWAS,SLE,-0.842184039354174
GSM2545568,GSE96879,haEWAS,SLE,0.41234367911278025
GSM2545570,GSE96879,haEWAS,SLE,1.8820441661822505
GSM2545571,GSE96879,haEWAS,SLE,1.8573387881977017
GSM2545572,GSE96879,haEWAS,SLE,-0.7312804642347537
GSM2545573,GSE96879,haEWAS,SLE,2.1706578896091657
GSM2545575,GSE96879,haEWAS,SLE,1.5292660272638543
GSM2545577,GSE96879,haEWAS,SLE,-0.59780505080406
GSM2545578,GSE96879,haEWAS,SLE,1.8768481369703007
