Panel,Disease,Cohort_info,Comparison,Method,Scale,KS_Statistic
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE136583,CHALM,M-val,0.031701908
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE157341,CHALM,M-val,0.071693795
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE56588,CHALM,M-val,0.032578971
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE60753,CHALM,M-val,0.078291786
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE77269,CHALM,M-val,0.112471733
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE89852,CHALM,M-val,0.030761333
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs TCGA-LIHC,CHALM,M-val,0.07188447
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs GSE157341,CHALM,M-val,0.073026628
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs GSE56588,CHALM,M-val,0.052858667
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs GSE60753,CHALM,M-val,0.093666088
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs GSE77269,CHALM,M-val,0.114837591
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs GSE89852,CHALM,M-val,0.047734943
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs TCGA-LIHC,CHALM,M-val,0.078586747
d,Liver Cancer,"9 cohorts, N = 1,077",GSE157341 vs GSE56588,CHALM,M-val,0.043705001
d,Liver Cancer,"9 cohorts, N = 1,077",GSE157341 vs GSE60753,CHALM,M-val,0.058939311
d,Liver Cancer,"9 cohorts, N = 1,077",GSE157341 vs GSE77269,CHALM,M-val,0.041829912
d,Liver Cancer,"9 cohorts, N = 1,077",GSE157341 vs GSE89852,CHALM,M-val,0.043768036
d,Liver Cancer,"9 cohorts, N = 1,077",GSE157341 vs TCGA-LIHC,CHALM,M-val,0.025771489
d,Liver Cancer,"9 cohorts, N = 1,077",GSE56588 vs GSE60753,CHALM,M-val,0.059248281
d,Liver Cancer,"9 cohorts, N = 1,077",GSE56588 vs GSE77269,CHALM,M-val,0.083280287
d,Liver Cancer,"9 cohorts, N = 1,077",GSE56588 vs GSE89852,CHALM,M-val,0.012609909
d,Liver Cancer,"9 cohorts, N = 1,077",GSE56588 vs TCGA-LIHC,CHALM,M-val,0.041821985
d,Liver Cancer,"9 cohorts, N = 1,077",GSE60753 vs GSE77269,CHALM,M-val,0.068711794
d,Liver Cancer,"9 cohorts, N = 1,077",GSE60753 vs GSE89852,CHALM,M-val,0.068663371
d,Liver Cancer,"9 cohorts, N = 1,077",GSE60753 vs TCGA-LIHC,CHALM,M-val,0.070051677
d,Liver Cancer,"9 cohorts, N = 1,077",GSE77269 vs GSE89852,CHALM,M-val,0.083776485
d,Liver Cancer,"9 cohorts, N = 1,077",GSE77269 vs TCGA-LIHC,CHALM,M-val,0.041656203
d,Liver Cancer,"9 cohorts, N = 1,077",GSE89852 vs TCGA-LIHC,CHALM,M-val,0.042216484
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113017 vs GSE113019,CAMDA,M-val,0.02505506
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113017 vs GSE136583,CAMDA,M-val,0.015857873
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113017 vs GSE157341,CAMDA,M-val,0.078772323
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113017 vs GSE56588,CAMDA,M-val,0.016508463
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113017 vs GSE60753,CAMDA,M-val,0.040391974
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113017 vs GSE77269,CAMDA,M-val,0.128737983
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113017 vs GSE89852,CAMDA,M-val,0.02545859
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113017 vs TCGA-LIHC,CAMDA,M-val,0.075697101
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE136583,CAMDA,M-val,0.019415773
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE157341,CAMDA,M-val,0.097320849
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE56588,CAMDA,M-val,0.039659348
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE60753,CAMDA,M-val,0.065358961
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE77269,CAMDA,M-val,0.145937226
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs GSE89852,CAMDA,M-val,0.050483688
d,Liver Cancer,"9 cohorts, N = 1,077",GSE113019 vs TCGA-LIHC,CAMDA,M-val,0.097578814
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs GSE157341,CAMDA,M-val,0.081885057
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs GSE56588,CAMDA,M-val,0.021670921
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs GSE60753,CAMDA,M-val,0.051050636
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs GSE77269,CAMDA,M-val,0.13218867
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs GSE89852,CAMDA,M-val,0.035450819
d,Liver Cancer,"9 cohorts, N = 1,077",GSE136583 vs TCGA-LIHC,CAMDA,M-val,0.078686895
d,Liver Cancer,"9 cohorts, N = 1,077",GSE157341 vs GSE56588,CAMDA,M-val,0.063397595
d,Liver Cancer,"9 cohorts, N = 1,077",GSE157341 vs GSE60753,CAMDA,M-val,0.066409061
d,Liver Cancer,"9 cohorts, N = 1,077",GSE157341 vs GSE77269,CAMDA,M-val,0.050805601
d,Liver Cancer,"9 cohorts, N = 1,077",GSE157341 vs GSE89852,CAMDA,M-val,0.059714184
d,Liver Cancer,"9 cohorts, N = 1,077",GSE157341 vs TCGA-LIHC,CAMDA,M-val,0.017577432
d,Liver Cancer,"9 cohorts, N = 1,077",GSE56588 vs GSE60753,CAMDA,M-val,0.029405065
d,Liver Cancer,"9 cohorts, N = 1,077",GSE56588 vs GSE77269,CAMDA,M-val,0.113791147
d,Liver Cancer,"9 cohorts, N = 1,077",GSE56588 vs GSE89852,CAMDA,M-val,0.013781046
d,Liver Cancer,"9 cohorts, N = 1,077",GSE56588 vs TCGA-LIHC,CAMDA,M-val,0.059209593
d,Liver Cancer,"9 cohorts, N = 1,077",GSE60753 vs GSE77269,CAMDA,M-val,0.116813794
d,Liver Cancer,"9 cohorts, N = 1,077",GSE60753 vs GSE89852,CAMDA,M-val,0.016279035
d,Liver Cancer,"9 cohorts, N = 1,077",GSE60753 vs TCGA-LIHC,CAMDA,M-val,0.05458543
d,Liver Cancer,"9 cohorts, N = 1,077",GSE77269 vs GSE89852,CAMDA,M-val,0.110341717
d,Liver Cancer,"9 cohorts, N = 1,077",GSE77269 vs TCGA-LIHC,CAMDA,M-val,0.063508714
d,Liver Cancer,"9 cohorts, N = 1,077",GSE89852 vs TCGA-LIHC,CAMDA,M-val,0.053758732
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE209668,Beta,Raw,0.085003555
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE210723,Beta,Raw,0.063451292
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE215240,Beta,Raw,0.091608612
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE49576,Beta,Raw,0.100628489
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE54880,Beta,Raw,0.099146806
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE75153,Beta,Raw,0.097850556
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE85212,Beta,Raw,0.078968835
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE93646,Beta,Raw,0.135121369
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE210723,Beta,Raw,0.050069636
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE215240,Beta,Raw,0.074259878
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE49576,Beta,Raw,0.083078326
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE54880,Beta,Raw,0.174405027
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE75153,Beta,Raw,0.080083347
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE85212,Beta,Raw,0.041579133
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE93646,Beta,Raw,0.050372052
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE215240,Beta,Raw,0.045717337
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE49576,Beta,Raw,0.065848915
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE54880,Beta,Raw,0.152250426
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE75153,Beta,Raw,0.050869879
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE85212,Beta,Raw,0.080268997
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE93646,Beta,Raw,0.084959262
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE49576,Beta,Raw,0.02252728
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE54880,Beta,Raw,0.180182481
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE75153,Beta,Raw,0.03778422
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE85212,Beta,Raw,0.106806076
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE93646,Beta,Raw,0.106397035
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE54880,Beta,Raw,0.189057803
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE75153,Beta,Raw,0.033825048
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE85212,Beta,Raw,0.115322534
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE93646,Beta,Raw,0.115435609
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE75153,Beta,Raw,0.187991508
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE85212,Beta,Raw,0.162476064
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE93646,Beta,Raw,0.224307425
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE85212,Beta,Raw,0.107734873
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE93646,Beta,Raw,0.112338554
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE85212 vs GSE93646,Beta,Raw,0.078328836
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE209668,CHALM,Raw,0.041811467
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE210723,CHALM,Raw,0.031008006
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE215240,CHALM,Raw,0.052487977
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE49576,CHALM,Raw,0.061001811
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE54880,CHALM,Raw,0.054006913
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE75153,CHALM,Raw,0.055557801
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE85212,CHALM,Raw,0.038088984
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE93646,CHALM,Raw,0.06096196
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE210723,CHALM,Raw,0.018309979
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE215240,CHALM,Raw,0.028976015
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE49576,CHALM,Raw,0.032331956
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE54880,CHALM,Raw,0.095318975
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE75153,CHALM,Raw,0.029138963
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE85212,CHALM,Raw,0.017403508
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE93646,CHALM,Raw,0.019511515
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE215240,CHALM,Raw,0.02318219
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE49576,CHALM,Raw,0.032806513
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE54880,CHALM,Raw,0.083347534
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE75153,CHALM,Raw,0.034193861
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE85212,CHALM,Raw,0.03059215
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE93646,CHALM,Raw,0.035441216
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE49576,CHALM,Raw,0.009681015
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE54880,CHALM,Raw,0.105821436
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE75153,CHALM,Raw,0.017498738
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE85212,CHALM,Raw,0.043978929
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE93646,CHALM,Raw,0.030686612
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE54880,CHALM,Raw,0.11492789
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE75153,CHALM,Raw,0.019623304
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE85212,CHALM,Raw,0.048651358
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE93646,CHALM,Raw,0.033181806
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE75153,CHALM,Raw,0.109271887
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE85212,CHALM,Raw,0.088633214
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE93646,CHALM,Raw,0.113858003
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE85212,CHALM,Raw,0.043652976
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE93646,CHALM,Raw,0.030949584
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE85212 vs GSE93646,CHALM,Raw,0.028118208
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE209668,CAMDA,Raw,0.014565973
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE210723,CAMDA,Raw,0.031170013
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE215240,CAMDA,Raw,0.03663455
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE49576,CAMDA,Raw,0.059124868
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE54880,CAMDA,Raw,0.023608112
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE75153,CAMDA,Raw,0.038376792
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE85212,CAMDA,Raw,0.045270673
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE93646,CAMDA,Raw,0.04659457
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE210723,CAMDA,Raw,0.030233736
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE215240,CAMDA,Raw,0.022791732
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE49576,CAMDA,Raw,0.045438809
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE54880,CAMDA,Raw,0.03710584
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE75153,CAMDA,Raw,0.024730201
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE85212,CAMDA,Raw,0.030963806
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE93646,CAMDA,Raw,0.032340604
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE215240,CAMDA,Raw,0.051792108
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE49576,CAMDA,Raw,0.07299824
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE54880,CAMDA,Raw,0.024753138
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE75153,CAMDA,Raw,0.053260104
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE85212,CAMDA,Raw,0.053559771
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE93646,CAMDA,Raw,0.053960996
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE49576,CAMDA,Raw,0.023117829
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE54880,CAMDA,Raw,0.059345222
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE75153,CAMDA,Raw,0.00954055
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE85212,CAMDA,Raw,0.010850097
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE93646,CAMDA,Raw,0.020764027
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE54880,CAMDA,Raw,0.082254539
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE75153,CAMDA,Raw,0.021737051
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE85212,CAMDA,Raw,0.020625548
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE93646,CAMDA,Raw,0.035292151
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE75153,CAMDA,Raw,0.06074971
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE85212,CAMDA,Raw,0.066661412
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE93646,CAMDA,Raw,0.067809358
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE85212,CAMDA,Raw,0.012559158
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE93646,CAMDA,Raw,0.024987818
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE85212 vs GSE93646,CAMDA,Raw,0.017169839
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE209668,Beta,M-val,0.085003555
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE210723,Beta,M-val,0.063451292
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE215240,Beta,M-val,0.091608612
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE49576,Beta,M-val,0.100628489
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE54880,Beta,M-val,0.099146806
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE75153,Beta,M-val,0.097850556
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE85212,Beta,M-val,0.078968835
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE93646,Beta,M-val,0.135121369
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE210723,Beta,M-val,0.050069636
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE215240,Beta,M-val,0.074259878
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE49576,Beta,M-val,0.083078326
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE54880,Beta,M-val,0.174405027
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE75153,Beta,M-val,0.080083347
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE85212,Beta,M-val,0.041579133
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE93646,Beta,M-val,0.050372052
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE215240,Beta,M-val,0.045717337
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE49576,Beta,M-val,0.065848915
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE54880,Beta,M-val,0.152250426
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE75153,Beta,M-val,0.050869879
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE85212,Beta,M-val,0.080268997
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE93646,Beta,M-val,0.084959262
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE49576,Beta,M-val,0.02252728
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE54880,Beta,M-val,0.180182481
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE75153,Beta,M-val,0.03778422
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE85212,Beta,M-val,0.106806076
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE93646,Beta,M-val,0.106397035
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE54880,Beta,M-val,0.189057803
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE75153,Beta,M-val,0.033825048
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE85212,Beta,M-val,0.115322534
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE93646,Beta,M-val,0.115435609
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE75153,Beta,M-val,0.187991508
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE85212,Beta,M-val,0.162476064
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE93646,Beta,M-val,0.224307425
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE85212,Beta,M-val,0.107734873
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE93646,Beta,M-val,0.112338554
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE85212 vs GSE93646,Beta,M-val,0.078328836
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE209668,CHALM,M-val,0.041811467
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE210723,CHALM,M-val,0.031008006
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE215240,CHALM,M-val,0.052487977
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE49576,CHALM,M-val,0.061001811
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE54880,CHALM,M-val,0.054006913
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE75153,CHALM,M-val,0.055557801
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE85212,CHALM,M-val,0.038088984
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE93646,CHALM,M-val,0.06096196
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE210723,CHALM,M-val,0.018309979
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE215240,CHALM,M-val,0.028976015
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE49576,CHALM,M-val,0.032331956
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE54880,CHALM,M-val,0.095318975
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE75153,CHALM,M-val,0.029138963
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE85212,CHALM,M-val,0.017403508
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE93646,CHALM,M-val,0.019511515
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE215240,CHALM,M-val,0.02318219
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE49576,CHALM,M-val,0.032806513
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE54880,CHALM,M-val,0.083347534
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE75153,CHALM,M-val,0.034193861
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE85212,CHALM,M-val,0.03059215
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE93646,CHALM,M-val,0.035441216
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE49576,CHALM,M-val,0.009681015
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE54880,CHALM,M-val,0.105821436
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE75153,CHALM,M-val,0.017498738
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE85212,CHALM,M-val,0.043978929
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE93646,CHALM,M-val,0.030686612
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE54880,CHALM,M-val,0.11492789
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE75153,CHALM,M-val,0.019623304
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE85212,CHALM,M-val,0.048651358
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE93646,CHALM,M-val,0.033181806
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE75153,CHALM,M-val,0.109271887
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE85212,CHALM,M-val,0.088633214
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE93646,CHALM,M-val,0.113858003
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE85212,CHALM,M-val,0.043652976
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE93646,CHALM,M-val,0.030949584
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE85212 vs GSE93646,CHALM,M-val,0.028118208
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE209668,CAMDA,M-val,0.014565973
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE210723,CAMDA,M-val,0.031170013
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE215240,CAMDA,M-val,0.03663455
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE49576,CAMDA,M-val,0.059124868
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE54880,CAMDA,M-val,0.023608112
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE75153,CAMDA,M-val,0.038376792
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE85212,CAMDA,M-val,0.045270673
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE130051 vs GSE93646,CAMDA,M-val,0.04659457
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE210723,CAMDA,M-val,0.030233736
